word1,word2,weight,weight_alpha,weight_beta,curvature
loop,visuospatial,3,3,0,-0.7
loop,sketchpad,3,3,0,-0.875
episodic,visuospatial,3,3,0,-0.833333
episodic,sketchpad,3,3,0,-0.5
buffer,sketchpad,3,3,0,-0.833333
central,episodic,3,3,0,-0.875
buffer,central,3,3,0,-0.8
buffer,executive,3,3,0,-0.846154
central,leads,3,3,0,-0.993651
executive,leads,3,3,0,-0.987013
conclusion,executive,3,3,0,-0.916667
estimate,leads,3,3,0,-0.988701
conclusion,estimate,3,3,0,-0.942857
conclusion,reflects,3,3,0,-0.933333
estimate,reflects,3,3,0,-0.903226
estimate,primarily,3,3,0,-0.971429
primarily,reflects,3,3,0,-0.866667
phonological,reflects,3,3,0,-0.913043
phonological,primarily,3,3,0,-0.870968
loop,primarily,3,3,0,-0.935484
capacity,phonological,3,3,0,-0.942857
capacity,loop,3,3,0,-0.942857
loop,verbal,3,3,0,-0.826087
capacity,verbal,3,3,0,-0.923077
capacity,recall,3,3,0,-0.980952
recall,verbal,3,3,0,-0.826087
tasks,verbal,3,3,0,-0.947368
dominated,recall,3,3,0,-0.866667
dominated,tasks,3,3,0,-0.866667
millers,tasks,3,3,0,-0.956522
dominated,millers,3,3,0,-0.818182
dominated,original,3,3,0,-0.857143
data,millers,3,3,0,-0.846154
data,original,3,3,0,-0.777778
data,estimate,3,3,0,-0.896552
data,generalize,3,3,0,-0.923077
estimate,generalize,3,3,0,-0.857143
estimate,visuospatial,3,3,0,-0.966102
generalize,visuospatial,3,3,0,-0.851852
generalize,working,3,3,0,-0.868421
visuospatial,working,3,3,0,-0.907692
memory,visuospatial,3,3,0,-0.9
appears,working,3,3,0,-0.940299
appears,memory,3,3,0,-0.902439
memory,smaller,3,3,0,-0.92
appears,smaller,3,3,0,-0.692308
appears,capacity,3,3,0,-0.941748
capacity,smaller,3,3,0,-0.9375
approximately,smaller,3,3,0,-0.941176
capacity,objects,3,3,0,-0.982143
approximately,objects,3,3,0,-0.88
approximately,demonstrated,3,3,0,-0.941176
demonstrated,objects,3,3,0,-0.818182
change,objects,3,3,0,-0.925926
change,demonstrated,3,3,0,-0.636364
demonstrated,detection,3,3,0,-0.833333
claim,detection,3,3,0,-0.998359
claim,paradigms,3,3,0,-0.996713
necessarily,paradigms,3,3,0,-0.933333
claim,necessarily,3,3,0,-0.996756
claim,relative,3,3,0,-0.998362
necessarily,relative,3,3,0,-0.882353
definition,necessarily,3,3,0,-0.956522
definition,relative,3,3,0,-0.882353
item,relative,3,3,0,-0.888889
definition,item,3,3,0,-0.866667
definition,specific,3,3,0,-0.992908
item,specific,3,3,0,-0.984962
item,subsystem,3,3,0,-0.8
specific,subsystem,3,3,0,-0.984733
measured,specific,3,3,0,-0.992593
measured,subsystem,3,3,0,-0.714286
degree,subsystem,3,3,0,-0.666667
degree,measured,3,3,0,-0.714286
measured,subjects,3,3,0,-0.909091
degree,subjects,3,3,0,-0.714286
degree,engage,3,3,0,-0.666667
engage,subjects,3,3,0,-0.714286
rehearsal,subjects,3,3,0,-0.875
engage,rehearsal,3,3,0,-0.833333
engage,strategies,3,3,0,-0.8
rehearsal,strategies,3,3,0,-0.857143
means,rehearsal,3,3,0,-0.944444
means,strategies,3,3,0,-0.931034
figure,strategies,3,3,0,-0.888889
figure,means,3,3,0,-0.935484
applies,means,3,3,0,-0.878788
applies,figure,3,3,0,-0.846154
figure,stated,3,3,0,-0.857143
applies,stated,3,3,0,-0.777778
applies,conditions,3,3,0,-0.992523
conditions,stated,3,3,0,-0.988528
stated,verbal,3,3,0,-0.857143
conditions,verbal,3,3,0,-0.988701
conditions,rehearsal,3,3,0,-0.988909
rehearsal,verbal,3,3,0,-0.875
non-chunkable,verbal,3,3,0,-0.857143
non-chunkable,rehearsal,3,3,0,-0.833333
material,rehearsal,3,3,0,-0.9375
material,non-chunkable,3,3,0,-0.714286
neurotypical,non-chunkable,3,3,0,-0.666667
material,neurotypical,3,3,0,-0.714286
material,young,3,3,0,-0.882353
neurotypical,young,3,3,0,-0.555556
adults,neurotypical,3,3,0,-0.833333
derives,estimate,3,3,0,-0.962264
derives,millers,3,3,0,-0.809524
1956,derives,3,3,0,-0.8
meta-analysis,millers,3,3,0,-0.909091
1956,meta-analysis,3,3,0,-0.636364
1956,absolute,3,3,0,-0.882353
absolute,meta-analysis,3,3,0,-0.666667
judgment,meta-analysis,3,3,0,-0.75
absolute,tasks,3,3,0,-0.944444
judgment,tasks,3,3,0,-0.875
immediate,judgment,3,3,0,-0.75
immediate,tasks,3,3,0,-0.866667
immediate,recall,3,3,0,-0.733333
experiments,immediate,3,3,0,-0.933333
experiments,recall,3,3,0,-0.897436
miller,recall,3,3,0,-0.916667
experiments,miller,3,3,0,-0.897436
experiments,observed,3,3,0,-0.894737
miller,observed,3,3,0,-0.826087
human,miller,3,3,0,-0.866667
human,observed,3,3,0,-0.714286
observed,subjects,3,3,0,-0.818182
human,subjects,3,3,0,-0.714286
consistently,human,3,3,0,-0.923077
consistently,subjects,3,3,0,-0.882353
failed,subjects,3,3,0,-0.857143
consistently,failed,3,3,0,-0.846154
consistently,reliably,3,3,0,-0.941176
failed,reliably,3,3,0,-0.714286
discriminate,failed,3,3,0,-0.666667
discriminate,reliably,3,3,0,-0.714286
approximately,reliably,3,3,0,-0.809524
approximately,discriminate,3,3,0,-0.882353
discrete,discriminate,3,3,0,-0.666667
approximately,discrete,3,3,0,-0.882353
approximately,categories,3,3,0,-0.941176
categories,discrete,3,3,0,-0.333333
discrete,multiple,3,3,0,-0.992647
categories,multiple,3,3,0,-0.985294
categories,sensory,3,3,0,-0.666667
multiple,sensory,3,3,0,-0.985294
modalities,multiple,3,3,0,-0.992647
modalities,sensory,3,3,0,-0.333333
including,sensory,3,3,0,-0.857143
including,modalities,3,3,0,-0.714286
modalities,pitch,3,3,0,-0.666667
including,pitch,3,3,0,-0.714286
including,loudness,3,3,0,-0.857143
loudness,pitch,3,3,0,-0.333333
pitch,visual,3,3,0,-0.666667
loudness,visual,3,3,0,-0.333333
intensity,loudness,3,3,0,-0.666667
intensity,visual,3,3,0,-0.333333
led,visual,3,3,0,-0.666667
intensity,led,3,3,0,-0.333333
him,intensity,3,3,0,-0.666667
him,led,3,3,0,-0.333333
led,propose,3,3,0,-0.666667
him,propose,3,3,0,-0.333333
him,magical,3,3,0,-0.8
magical,propose,3,3,0,-0.6
number,propose,3,3,0,-0.95122
fundamental,magical,3,3,0,-0.818182
fundamental,number,3,3,0,-0.886792
channel,fundamental,3,3,0,-0.785714
capacity,fundamental,3,3,0,-0.962963
analogous,capacity,3,3,0,-0.979167
analogous,constraint,3,3,0,-0.897436
constraint,shannons,3,3,0,-0.882353
analogous,shannons,3,3,0,-0.777778
analogous,information-theoretic,3,3,0,-0.666667
information-theoretic,shannons,3,3,0,-0.777778
bandwidth,shannons,3,3,0,-0.789474
bandwidth,information-theoretic,3,3,0,-0.428571
information-theoretic,subsequent,3,3,0,-0.8
bandwidth,subsequent,3,3,0,-0.636364
bandwidth,empirical,3,3,0,-0.993651
empirical,subsequent,3,3,0,-0.987421
subsequent,work,3,3,0,-0.8
empirical,work,3,3,0,-0.980892
empirical,refined,3,3,0,-0.987261
refined,work,3,3,0,-0.333333
estimate,work,3,3,0,-0.925926
estimate,refined,3,3,0,-0.888889
considerably,refined,3,3,0,-0.8
considerably,estimate,3,3,0,-0.931034
cowans,estimate,3,3,0,-0.965517
considerably,cowans,3,3,0,-0.714286
2001,considerably,3,3,0,-0.818182
2001,cowans,3,3,0,-0.636364
cowans,review,3,3,0,-0.8
2001,review,3,3,0,-0.428571
2001,free,3,3,0,-0.92
free,review,3,3,0,-0.833333
recall,review,3,3,0,-0.866667
change,free,3,3,0,-0.931034
change,recall,3,3,0,-0.8
detection,recall,3,3,0,-0.904762
detection,found,3,3,0,-0.9
found,paradigms,3,3,0,-0.777778
paradigms,rehearsal,3,3,0,-0.928571
found,rehearsal,3,3,0,-0.875
found,prevented,3,3,0,-0.857143
prevented,rehearsal,3,3,0,-0.833333
articulatory,rehearsal,3,3,0,-0.8
articulatory,prevented,3,3,0,-0.666667
prevented,suppression,3,3,0,-0.833333
articulatory,chunking,3,3,0,-0.764706
chunking,suppression,3,3,0,-0.764706
controlled,suppression,3,3,0,-0.875
chunking,controlled,3,3,0,-0.733333
chunking,experimentally,3,3,0,-0.714286
controlled,experimentally,3,3,0,-0.538462
controlled,working,3,3,0,-0.96875
experimentally,working,3,3,0,-0.936508
experimentally,memory,3,3,0,-0.923077
drops,memory,3,3,0,-0.924051
approximately,drops,3,3,0,-0.736842
drops,items,3,3,0,-0.818182
approximately,items,3,3,0,-0.913043
approximately,demonstrates,3,3,0,-0.888889
demonstrates,items,3,3,0,-0.842105
higher,items,3,3,0,-0.866667
demonstrates,higher,3,3,0,-0.894737
demonstrates,figure,3,3,0,-0.941176
figure,higher,3,3,0,-0.846154
higher,reflects,3,3,0,-0.923077
figure,rehearsal-mediated,3,3,0,-0.857143
reflects,rehearsal-mediated,3,3,0,-0.714286
amplification,reflects,3,3,0,-0.857143
amplification,rehearsal-mediated,3,3,0,-0.333333
pure,rehearsal-mediated,3,3,0,-0.894737
amplification,pure,3,3,0,-0.789474
amplification,storage,3,3,0,-0.913043
limit,pure,3,3,0,-0.890909
neuroimaging,storage,3,3,0,-0.913043
limit,neuroimaging,3,3,0,-0.904762
limit,studies,3,3,0,-0.952381
neuroimaging,studies,3,3,0,-0.333333
neuroimaging,using,3,3,0,-0.666667
studies,using,3,3,0,-0.333333
fmri,studies,3,3,0,-0.714286
fmri,using,3,3,0,-0.428571
consistently,using,3,3,0,-0.923077
consistently,fmri,3,3,0,-0.851852
fmri,found,3,3,0,-0.866667
consistently,found,3,3,0,-0.882353
consistently,dorsolateral,3,3,0,-0.925926
dorsolateral,found,3,3,0,-0.733333
found,prefrontal,3,3,0,-0.9
dorsolateral,prefrontal,3,3,0,-0.692308
cortex,dorsolateral,3,3,0,-0.75
activation,prefrontal,3,3,0,-0.888889
activation,cortex,3,3,0,-0.692308
correlates,cortex,3,3,0,-0.714286
activation,correlates,3,3,0,-0.666667
correlates,working,3,3,0,-0.933333
correlates,memory,3,3,0,-0.946667
load,working,3,3,0,-0.967213
load,memory,3,3,0,-0.921053
memory,region,3,3,0,-0.947368
load,region,3,3,0,-0.5
load,orchestrates,3,3,0,-0.714286
orchestrates,region,3,3,0,-0.428571
active,region,3,3,0,-0.818182
active,orchestrates,3,3,0,-0.6
maintenance,orchestrates,3,3,0,-0.8
active,maintenance,3,3,0,-0.714286
active,sustained,3,3,0,-0.866667
maintenance,sustained,3,3,0,-0.733333
maintenance,neural,3,3,0,-0.933333
neural,sustained,3,3,0,-0.870968
firing,neural,3,3,0,-0.851852
leading,neural,3,3,0,-0.969697
firing,leading,3,3,0,-0.914894
finding,firing,3,3,0,-0.714286
finding,leading,3,3,0,-0.913043
capacity,leading,3,3,0,-0.985294
capacity,finding,3,3,0,-0.958333
finding,limits,3,3,0,-0.666667
capacity,limits,3,3,0,-0.958333
capacity,correspond,3,3,0,-0.98
correspond,limits,3,3,0,-0.6
limits,saturation,3,3,0,-0.666667
correspond,saturation,3,3,0,-0.6
correspond,point,3,3,0,-0.888889
point,saturation,3,3,0,-0.714286
prefrontal,saturation,3,3,0,-0.833333
point,prefrontal,3,3,0,-0.8
point,representational,3,3,0,-0.857143
prefrontal,representational,3,3,0,-0.666667
coding,prefrontal,3,3,0,-0.833333
coding,representational,3,3,0,-0.333333
measurable,representational,3,3,0,-0.956522
coding,measurable,3,3,0,-0.913043
coding,plateau,3,3,0,-0.666667
measurable,plateau,3,3,0,-0.913043
bold,measurable,3,3,0,-0.956522
bold,plateau,3,3,0,-0.333333
plateau,signal,3,3,0,-0.923077
bold,signal,3,3,0,-0.846154
bold,individual,3,3,0,-0.9
individual,signal,3,3,0,-0.9
differences,signal,3,3,0,-0.925926
individual,working,3,3,0,-0.972973
differences,working,3,3,0,-0.934426
differences,memory,3,3,0,-0.947368
capacity,strongly,3,3,0,-0.980769
correlate,strongly,3,3,0,-0.777778
correlate,fluid,3,3,0,-0.818182
fluid,strongly,3,3,0,-0.733333
intelligence,strongly,3,3,0,-0.957447
fluid,measured,3,3,0,-0.866667
intelligence,measured,3,3,0,-0.914894
intelligence,ravens,3,3,0,-0.948718
measured,ravens,3,3,0,-0.714286
measured,progressive,3,3,0,-0.909091
progressive,ravens,3,3,0,-0.714286
matrices,ravens,3,3,0,-0.714286
matrices,progressive,3,3,0,-0.733333
progressive,suggests,3,3,0,-0.923077
matrices,suggests,3,3,0,-0.789474
capacity,matrices,3,3,0,-0.979381
capacity,suggests,3,3,0,-0.925926
capacity,varies,3,3,0,-0.98
estimate,varies,3,3,0,-0.931034
estimate,systematically,3,3,0,-0.974359
systematically,varies,3,3,0,-0.882353
general,varies,3,3,0,-0.9375
general,systematically,3,3,0,-0.923077
cognitive,systematically,3,3,0,-0.964286
cognitive,general,3,3,0,-0.925926
ability,general,3,3,0,-0.928571
ability,cognitive,3,3,0,-0.875
cognitive,resulting,3,3,0,-0.928571
ability,resulting,3,3,0,-0.866667
ability,meaningful,3,3,0,-0.666667
meaningful,resulting,3,3,0,-0.866667
individual,meaningful,3,3,0,-0.8
meaningful,variation,3,3,0,-0.916667
individual,range,3,3,0,-0.857143
range,variation,3,3,0,-0.75
broader,variation,3,3,0,-0.952381
broader,range,3,3,0,-0.945946
originally,range,3,3,0,-0.857143
broader,originally,3,3,0,-0.939394
broader,reported,3,3,0,-0.969697
originally,reported,3,3,0,-0.333333
miller,originally,3,3,0,-0.866667
miller,reported,3,3,0,-0.733333
phonological,reported,3,3,0,-0.866667
miller,phonological,3,3,0,-0.833333
loop,miller,3,3,0,-0.916667
mechanism,phonological,3,3,0,-0.935484
loop,mechanism,3,3,0,-0.870968
confirmed,loop,3,3,0,-0.925926
confirmed,mechanism,3,3,0,-0.882353
dual-task,mechanism,3,3,0,-0.913043
confirmed,dual-task,3,3,0,-0.789474
confirmed,experiments,3,3,0,-0.761905
dual-task,experiments,3,3,0,-0.870968
dual-task,subjects,3,3,0,-0.866667
experiments,subjects,3,3,0,-0.842105
experiments,perform,3,3,0,-0.933333
perform,subjects,3,3,0,-0.714286
articulatory,subjects,3,3,0,-0.8
articulatory,perform,3,3,0,-0.666667
perform,suppression,3,3,0,-0.833333
articulatory,simultaneously,3,3,0,-0.888889
simultaneously,suppression,3,3,0,-0.777778
suppression,verbal,3,3,0,-0.9
simultaneously,verbal,3,3,0,-0.8
memory,simultaneously,3,3,0,-0.950617
memory,verbal,3,3,0,-0.879518
task,verbal,3,3,0,-0.818182
memory,task,3,3,0,-0.927711
capacity,task,3,3,0,-0.942308
reliably,task,3,3,0,-0.909091
capacity,reliably,3,3,0,-0.942308
drops,reliably,3,3,0,-0.666667
demonstrates,reliably,3,3,0,-0.882353
demonstrates,drops,3,3,0,-0.733333
drops,subvocal,3,3,0,-0.8
demonstrates,subvocal,3,3,0,-0.846154
demonstrates,rehearsal,3,3,0,-0.954545
rehearsal,subvocal,3,3,0,-0.833333
necessary,subvocal,3,3,0,-0.975309
necessary,rehearsal,3,3,0,-0.939394
component,rehearsal,3,3,0,-0.923077
component,necessary,3,3,0,-0.951807
achieving,necessary,3,3,0,-0.975309
achieving,component,3,3,0,-0.5
component,full,3,3,0,-0.818182
achieving,full,3,3,0,-0.555556
achieving,estimate,3,3,0,-0.962963
estimate,full,3,3,0,-0.929825
claim,conceals,3,3,0,-0.995066
claim,multiple,3,3,0,-0.995943
conceals,multiple,3,3,0,-0.985455
assumptions,conceals,3,3,0,-0.809524
assumptions,multiple,3,3,0,-0.985915
considerably,multiple,3,3,0,-0.992754
assumptions,considerably,3,3,0,-0.818182
assumptions,limit,3,3,0,-0.962963
considerably,limit,3,3,0,-0.913043
considerably,explanatory,3,3,0,-0.8
explanatory,limit,3,3,0,-0.904762
limit,scope,3,3,0,-0.956522
explanatory,scope,3,3,0,-0.6
central,explanatory,3,3,0,-0.866667
central,scope,3,3,0,-0.789474
problem,scope,3,3,0,-0.9
central,problem,3,3,0,-0.84
central,item,3,3,0,-0.894737
item,problem,3,3,0,-0.8
defined,problem,3,3,0,-0.954545
defined,item,3,3,0,-0.894737
experimenter,item,3,3,0,-0.8
defined,experimenter,3,3,0,-0.882353
defined,intrinsic,3,3,0,-0.941176
experimenter,intrinsic,3,3,0,-0.333333
cognitive,experimenter,3,3,0,-0.9375
cognitive,intrinsic,3,3,0,-0.875
boundary,intrinsic,3,3,0,-0.996324
boundary,cognitive,3,3,0,-0.989474
cognitive,means,3,3,0,-0.975
boundary,means,3,3,0,-0.986486
boundary,capacity,3,3,0,-0.996845
capacity,means,3,3,0,-0.944444
limit,means,3,3,0,-0.955556
capacity,relative,3,3,0,-0.980769
limit,relative,3,3,0,-0.92
limit,whatever,3,3,0,-0.952381
relative,whatever,3,3,0,-0.714286
encoding,relative,3,3,0,-0.875
encoding,whatever,3,3,0,-0.5
unit,whatever,3,3,0,-0.866667
encoding,researcher,3,3,0,-0.75
researcher,unit,3,3,0,-0.733333
imposes,unit,3,3,0,-0.866667
imposes,researcher,3,3,0,-0.333333
leading,researcher,3,3,0,-0.956522
imposes,leading,3,3,0,-0.913043
imposes,paradoxical,3,3,0,-0.666667
leading,paradoxical,3,3,0,-0.913043
leading,situation,3,3,0,-0.956522
paradoxical,situation,3,3,0,-0.333333
expert,paradoxical,3,3,0,-0.666667
expert,situation,3,3,0,-0.333333
chess,situation,3,3,0,-0.714286
chess,expert,3,3,0,-0.428571
expert,player,3,3,0,-0.666667
chess,player,3,3,0,-0.428571
chess,remembers,3,3,0,-0.714286
player,remembers,3,3,0,-0.333333
entire,player,3,3,0,-0.8
entire,remembers,3,3,0,-0.6
board,remembers,3,3,0,-0.666667
board,entire,3,3,0,-0.6
entire,position,3,3,0,-0.875
board,position,3,3,0,-0.666667
board,single,3,3,0,-0.857143
position,single,3,3,0,-0.7
chunk,position,3,3,0,-0.75
chunk,single,3,3,0,-0.846154
novice,single,3,3,0,-0.714286
chunk,novice,3,3,0,-0.666667
chunk,perceives,3,3,0,-0.777778
novice,perceives,3,3,0,-0.333333
novice,position,3,3,0,-0.5
perceives,position,3,3,0,-0.5
perceives,thirty-two,3,3,0,-0.666667
position,thirty-two,3,3,0,-0.666667
position,separate,3,3,0,-0.833333
separate,thirty-two,3,3,0,-0.333333
pieces,thirty-two,3,3,0,-0.666667
pieces,separate,3,3,0,-0.333333
makes,separate,3,3,0,-0.666667
makes,pieces,3,3,0,-0.333333
capacity,pieces,3,3,0,-0.979167
capacity,makes,3,3,0,-0.958333
estimate,makes,3,3,0,-0.962963
capacity,highly,3,3,0,-0.979167
estimate,highly,3,3,0,-0.925926
estimate,expertise-dependent,3,3,0,-0.962963
expertise-dependent,highly,3,3,0,-0.333333
genuine,highly,3,3,0,-0.857143
expertise-dependent,genuine,3,3,0,-0.714286
expertise-dependent,universal,3,3,0,-0.846154
genuine,universal,3,3,0,-0.809524
architectural,universal,3,3,0,-0.714286
architectural,constant,3,3,0,-0.882353
architectural,range,3,3,0,-0.909091
constant,range,3,3,0,-0.823529
constant,extremely,3,3,0,-0.894737
extremely,range,3,3,0,-0.846154
range,wide,3,3,0,-0.857143
extremely,wide,3,3,0,-0.777778
extremely,spans,3,3,0,-0.888889
spans,wide,3,3,0,-0.333333
items,wide,3,3,0,-0.888889
items,spans,3,3,0,-0.777778
represents,spans,3,3,0,-0.909091
items,represents,3,3,0,-0.823529
items,nearly,3,3,0,-0.888889
nearly,represents,3,3,0,-0.818182
factor,represents,3,3,0,-0.866667
factor,nearly,3,3,0,-0.714286
nearly,variation,3,3,0,-0.916667
factor,variation,3,3,0,-0.875
claim,factor,3,3,0,-0.996724
claim,variation,3,3,0,-0.993501
relatively,variation,3,3,0,-0.916667
claim,relatively,3,3,0,-0.996702
claim,low,3,3,0,-0.998355
low,relatively,3,3,0,-0.555556
predictive,relatively,3,3,0,-0.666667
low,predictive,3,3,0,-0.555556
low,precision,3,3,0,-0.904762
precision,predictive,3,3,0,-0.777778
predictive,specific,3,3,0,-0.992366
precision,specific,3,3,0,-0.985401
individual,precision,3,3,0,-0.875
individual,specific,3,3,0,-0.985507
specific,task,3,3,0,-0.992593
individual,task,3,3,0,-0.857143
resulting,task,3,3,0,-0.894737
limited,task,3,3,0,-0.857143
limited,resulting,3,3,0,-0.866667
practical,resulting,3,3,0,-0.866667
limited,practical,3,3,0,-0.333333
limited,utility,3,3,0,-0.666667
practical,utility,3,3,0,-0.333333
cognitive,practical,3,3,0,-0.875
cognitive,utility,3,3,0,-0.875
design,utility,3,3,0,-0.666667
cognitive,design,3,3,0,-0.875
cognitive,constraint,3,3,0,-0.938462
constraint,design,3,3,0,-0.897436
design,engineering,3,3,0,-0.8
constraint,systems,3,3,0,-0.970149
engineering,systems,3,3,0,-0.894737
cowans,engineering,3,3,0,-0.857143
cowans,systems,3,3,0,-0.894737
revision,systems,3,3,0,-0.942857
cowans,revision,3,3,0,-0.636364
cowans,items,3,3,0,-0.909091
items,revision,3,3,0,-0.789474
pure,revision,3,3,0,-0.9
items,pure,3,3,0,-0.870968
items,storage,3,3,0,-0.942857
capacity,pure,3,3,0,-0.963303
capacity,storage,3,3,0,-0.929204
shows,storage,3,3,0,-0.954023
capacity,shows,3,3,0,-0.9625
millers,shows,3,3,0,-0.930233
estimate,shows,3,3,0,-0.966102
millers,substantially,3,3,0,-0.909091
estimate,substantially,3,3,0,-0.925926
estimate,overestimates,3,3,0,-0.962963
overestimates,substantially,3,3,0,-0.333333
actual,substantially,3,3,0,-0.666667
actual,overestimates,3,3,0,-0.333333
overestimates,storage,3,3,0,-0.913043
actual,storage,3,3,0,-0.826087
actual,limit,3,3,0,-0.952381
incorporates,storage,3,3,0,-0.913043
incorporates,limit,3,3,0,-0.904762
limit,rehearsal,3,3,0,-0.933333
incorporates,rehearsal,3,3,0,-0.833333
chunking,incorporates,3,3,0,-0.818182
chunking,rehearsal,3,3,0,-0.793103
long-term,rehearsal,3,3,0,-0.933333
chunking,long-term,3,3,0,-0.764706
chunking,memory,3,3,0,-0.925
confounds,memory,3,3,0,-0.946667
access,confounds,3,3,0,-0.5
access,measuring,3,3,0,-0.875
confounds,measuring,3,3,0,-0.714286
clean,confounds,3,3,0,-0.666667
clean,measuring,3,3,0,-0.714286
architectural,measuring,3,3,0,-0.909091
architectural,clean,3,3,0,-0.714286
clean,parameter,3,3,0,-0.909091
architectural,parameter,3,3,0,-0.866667
architectural,means,3,3,0,-0.935484
means,parameter,3,3,0,-0.914286
claim,parameter,3,3,0,-0.998373
means,mixes,3,3,0,-0.962963
claim,mixes,3,3,0,-0.996702
claim,storage,3,3,0,-0.993496
mixes,storage,3,3,0,-0.826087
mixes,processing,3,3,0,-0.888889
processing,storage,3,3,0,-0.885714
storage,strategies,3,3,0,-0.925926
processing,strategies,3,3,0,-0.818182
measuring,processing,3,3,0,-0.923077
measuring,strategies,3,3,0,-0.777778
composite,strategies,3,3,0,-0.8
composite,measuring,3,3,0,-0.714286
measuring,varies,3,3,0,-0.888889
composite,varies,3,3,0,-0.6
composite,strategy,3,3,0,-0.714286
strategy,varies,3,3,0,-0.636364
adoption,varies,3,3,0,-0.818182
fixed,strategy,3,3,0,-0.818182
adoption,fixed,3,3,0,-0.636364
adoption,structural,3,3,0,-0.941176
fixed,structural,3,3,0,-0.891892
bound,fixed,3,3,0,-0.888889
bound,structural,3,3,0,-0.853659
age,structural,3,3,0,-0.95122
age,bound,3,3,0,-0.727273
bound,effects,3,3,0,-0.909091
